Time,System Production (W)
02/27/2023 00:00,"0"
02/27/2023 00:15,"0"
02/27/2023 00:30,"0"
02/27/2023 00:45,"0"
02/27/2023 01:00,"0"
02/27/2023 01:15,"0"
02/27/2023 01:30,"0"
02/27/2023 01:45,"0"
02/27/2023 02:00,"0"
02/27/2023 02:15,"0"
02/27/2023 02:30,"0"
02/27/2023 02:45,"0"
02/27/2023 03:00,"0"
02/27/2023 03:15,"0"
02/27/2023 03:30,"0"
02/27/2023 03:45,"0"
02/27/2023 04:00,"0"
02/27/2023 04:15,"0"
02/27/2023 04:30,"0"
02/27/2023 04:45,"0"
02/27/2023 05:00,"0"
02/27/2023 05:15,"0"
02/27/2023 05:30,"0"
02/27/2023 05:45,"0"
02/27/2023 06:00,"0"
02/27/2023 06:15,"0"
02/27/2023 06:30,"0"
02/27/2023 06:45,"0"
02/27/2023 07:00,"0"
02/27/2023 07:15,"0"
02/27/2023 07:30,"0.6114"
02/27/2023 07:45,"18.1701"
02/27/2023 08:00,"54.7268"
02/27/2023 08:15,"116.395"
02/27/2023 08:30,"187.9802"
02/27/2023 08:45,"284.145"
02/27/2023 09:00,"355.0211"
02/27/2023 09:15,"429.9787"
02/27/2023 09:30,"505.2683"
02/27/2023 09:45,"596.2198"
02/27/2023 10:00,"673.0176"
02/27/2023 10:15,"763.209"
02/27/2023 10:30,"883.3937"
02/27/2023 10:45,"1302.3457"
02/27/2023 11:00,"1361.7289"
02/27/2023 11:15,"1122.7141"
02/27/2023 11:30,"1508.6013"
02/27/2023 11:45,"1679.1575"
02/27/2023 12:00,"1880.3549"
02/27/2023 12:15,"2443.252"
02/27/2023 12:30,"2644.7761"
02/27/2023 12:45,"924.4025"
02/27/2023 13:00,"734.7233"
02/27/2023 13:15,"699.3301"
02/27/2023 13:30,"954.1636"
02/27/2023 13:45,"805.0979"
02/27/2023 14:00,"1815.0132"
02/27/2023 14:15,"1038.5249"
02/27/2023 14:30,"1179.8179"
02/27/2023 14:45,"3522.2244"
02/27/2023 15:00,"2347.4304"
02/27/2023 15:15,"1310.5255"
02/27/2023 15:30,"1108.3529"
02/27/2023 15:45,"895.6279"
02/27/2023 16:00,"690.9855"
02/27/2023 16:15,"454.8412"
02/27/2023 16:30,"339.7805"
02/27/2023 16:45,"240.3102"
02/27/2023 17:00,"165.6978"
02/27/2023 17:15,"94.6499"
02/27/2023 17:30,"33.5812"
02/27/2023 17:45,"8.726"
02/27/2023 18:00,"0.304"
02/27/2023 18:15,"0"
02/27/2023 18:30,"0"
02/27/2023 18:45,"0"
02/27/2023 19:00,"0"
02/27/2023 19:15,"0"
02/27/2023 19:30,"0"
02/27/2023 19:45,"0"
02/27/2023 20:00,"0"
02/27/2023 20:15,"0"
02/27/2023 20:30,"0"
02/27/2023 20:45,"0"
02/27/2023 21:00,"0"
02/27/2023 21:15,"0"
02/27/2023 21:30,"0"
02/27/2023 21:45,"0"
02/27/2023 22:00,"0"
02/27/2023 22:15,"0"
02/27/2023 22:30,"0"
02/27/2023 22:45,"0"
02/27/2023 23:00,"0"
02/27/2023 23:15,"0"
02/27/2023 23:30,"0"
02/27/2023 23:45,"0"
02/28/2023 00:00,"0"
02/28/2023 00:15,"0"
02/28/2023 00:30,"0"
02/28/2023 00:45,"0"
02/28/2023 01:00,"0"
02/28/2023 01:15,"0"
02/28/2023 01:30,"0"
02/28/2023 01:45,"0"
02/28/2023 02:00,"0"
02/28/2023 02:15,"0"
02/28/2023 02:30,"0"
02/28/2023 02:45,"0"
02/28/2023 03:00,"0"
02/28/2023 03:15,"0"
02/28/2023 03:30,"0"
02/28/2023 03:45,"0"
02/28/2023 04:00,"0"
02/28/2023 04:15,"0"
02/28/2023 04:30,"0"
02/28/2023 04:45,"0"
02/28/2023 05:00,"0"
02/28/2023 05:15,"0"
02/28/2023 05:30,"0"
02/28/2023 05:45,"0"
02/28/2023 06:00,"0"
02/28/2023 06:15,"0"
02/28/2023 06:30,"0"
02/28/2023 06:45,"0"
02/28/2023 07:00,"0"
02/28/2023 07:15,"0"
02/28/2023 07:30,"0"
02/28/2023 07:45,"3.0628"
02/28/2023 08:00,"31.8838"
02/28/2023 08:15,"85.9286"
02/28/2023 08:30,"162.0532"
02/28/2023 08:45,"239.6619"
02/28/2023 09:00,"507.4684"
02/28/2023 09:15,"380.3297"
02/28/2023 09:30,"598.0377"
02/28/2023 09:45,"710.7039"
02/28/2023 10:00,"536.6044"
02/28/2023 10:15,"696.3567"
02/28/2023 10:30,"940.9892"
02/28/2023 10:45,"1195.4312"
02/28/2023 11:00,"1231.3394"
02/28/2023 11:15,"1704.4177"
02/28/2023 11:30,"1790.4725"
02/28/2023 11:45,"2339.3953"
02/28/2023 12:00,"1427.0291"
02/28/2023 12:15,"2411.4392"
02/28/2023 12:30,"2298.907"
02/28/2023 12:45,"2971.4932"
02/28/2023 13:00,"3052.5168"
02/28/2023 13:15,"2277.0994"
02/28/2023 13:30,"3490.907"
02/28/2023 13:45,"2750.978"
02/28/2023 14:00,"3485.8708"
02/28/2023 14:15,"3473.7966"
02/28/2023 14:30,"3737.3901"
02/28/2023 14:45,"3224.2139"
02/28/2023 15:00,"2837.4844"
02/28/2023 15:15,"3396.0139"
02/28/2023 15:30,"3127.4307"
02/28/2023 15:45,"424.3483"
02/28/2023 16:00,"2843.7109"
02/28/2023 16:15,"2471.6208"
02/28/2023 16:30,"2293.1687"
02/28/2023 16:45,"1986.4701"
02/28/2023 17:00,"1539.1633"
02/28/2023 17:15,"1109.6416"
02/28/2023 17:30,"492.6253"
02/28/2023 17:45,"49.5675"
02/28/2023 18:00,"1.6079"
02/28/2023 18:15,"0"
02/28/2023 18:30,"0"
02/28/2023 18:45,"0"
02/28/2023 19:00,"0"
02/28/2023 19:15,"0"
02/28/2023 19:30,"0"
02/28/2023 19:45,"0"
02/28/2023 20:00,"0"
02/28/2023 20:15,"0"
02/28/2023 20:30,"0"
02/28/2023 20:45,"0"
02/28/2023 21:00,"0"
02/28/2023 21:15,"0"
02/28/2023 21:30,"0"
02/28/2023 21:45,"0"
02/28/2023 22:00,"0"
02/28/2023 22:15,"0"
02/28/2023 22:30,"0"
02/28/2023 22:45,"0"
02/28/2023 23:00,"0"
02/28/2023 23:15,"0"
02/28/2023 23:30,"0"
02/28/2023 23:45,"0"
03/01/2023 00:00,"0"
03/01/2023 00:15,"0"
03/01/2023 00:30,"0"
03/01/2023 00:45,"0"
03/01/2023 01:00,"0"
03/01/2023 01:15,"0"
03/01/2023 01:30,"0"
03/01/2023 01:45,"0"
03/01/2023 02:00,"0"
03/01/2023 02:15,"0"
03/01/2023 02:30,"0"
03/01/2023 02:45,"0"
03/01/2023 03:00,"0"
03/01/2023 03:15,"0"
03/01/2023 03:30,"0"
03/01/2023 03:45,"0"
03/01/2023 04:00,"0"
03/01/2023 04:15,"0"
03/01/2023 04:30,"0"
03/01/2023 04:45,"0"
03/01/2023 05:00,"0"
03/01/2023 05:15,"0"
03/01/2023 05:30,"0"
03/01/2023 05:45,"0"
03/01/2023 06:00,"0"
03/01/2023 06:15,"0"
03/01/2023 06:30,"0"
03/01/2023 06:45,"0"
03/01/2023 07:00,"0"
03/01/2023 07:15,"0"
03/01/2023 07:30,"1.9296"
03/01/2023 07:45,"28.3208"
03/01/2023 08:00,"73.668"
03/01/2023 08:15,"155.5768"
03/01/2023 08:30,"236.2576"
03/01/2023 08:45,"299.5973"
03/01/2023 09:00,"253.3282"
03/01/2023 09:15,"209.6684"
03/01/2023 09:30,"268.6778"
03/01/2023 09:45,"404.2258"
03/01/2023 10:00,"597.6757"
03/01/2023 10:15,"789.5991"
03/01/2023 10:30,"980.0897"
03/01/2023 10:45,"1238.4485"
03/01/2023 11:00,"1471.1329"
03/01/2023 11:15,"1709.8678"
03/01/2023 11:30,"1941.6136"
03/01/2023 11:45,"2172.4062"
03/01/2023 12:00,"2345.8203"
03/01/2023 12:15,"2485.7595"
03/01/2023 12:30,"2660.5703"
03/01/2023 12:45,"2745.2524"
03/01/2023 13:00,"2891.4565"
03/01/2023 13:15,"3030.6968"
03/01/2023 13:30,"3133.5427"
03/01/2023 13:45,"3236.6433"
03/01/2023 14:00,"3161.0447"
03/01/2023 14:15,"3265.9719"
03/01/2023 14:30,"3217.8425"
03/01/2023 14:45,"3081.3215"
03/01/2023 15:00,"3159.3142"
03/01/2023 15:15,"3145.2063"
03/01/2023 15:30,"2849.8762"
03/01/2023 15:45,"2759.9539"
03/01/2023 16:00,"2551.0911"
03/01/2023 16:15,"2331.4392"
03/01/2023 16:30,"2082.7896"
03/01/2023 16:45,"1665.5593"
03/01/2023 17:00,"1449.9996"
03/01/2023 17:15,"1097.7764"
03/01/2023 17:30,"503.1617"
03/01/2023 17:45,"67.4209"
03/01/2023 18:00,"0"
03/01/2023 18:15,"0"
03/01/2023 18:30,"0"
03/01/2023 18:45,"0"
03/01/2023 19:00,"0"
03/01/2023 19:15,"0"
03/01/2023 19:30,"0"
03/01/2023 19:45,"0"
03/01/2023 20:00,"0"
03/01/2023 20:15,"0"
03/01/2023 20:30,"0"
03/01/2023 20:45,"0"
03/01/2023 21:00,"0"
03/01/2023 21:15,"0"
03/01/2023 21:30,"0"
03/01/2023 21:45,"0"
03/01/2023 22:00,"0"
03/01/2023 22:15,"0"
03/01/2023 22:30,"0"
03/01/2023 22:45,"0"
03/01/2023 23:00,"0"
03/01/2023 23:15,"0"
03/01/2023 23:30,"0"
03/01/2023 23:45,"0"
03/02/2023 00:00,"0"
03/02/2023 00:15,"0"
