Time,System Production (W)
02/20/2023 00:00,"0"
02/20/2023 00:15,"0"
02/20/2023 00:30,"0"
02/20/2023 00:45,"0"
02/20/2023 01:00,"0"
02/20/2023 01:15,"0"
02/20/2023 01:30,"0"
02/20/2023 01:45,"0"
02/20/2023 02:00,"0"
02/20/2023 02:15,"0"
02/20/2023 02:30,"0"
02/20/2023 02:45,"0"
02/20/2023 03:00,"0"
02/20/2023 03:15,"0"
02/20/2023 03:30,"0"
02/20/2023 03:45,"0"
02/20/2023 04:00,"0"
02/20/2023 04:15,"0"
02/20/2023 04:30,"0"
02/20/2023 04:45,"0"
02/20/2023 05:00,"0"
02/20/2023 05:15,"0"
02/20/2023 05:30,"0"
02/20/2023 05:45,"0"
02/20/2023 06:00,"0"
02/20/2023 06:15,"0"
02/20/2023 06:30,"0"
02/20/2023 06:45,"0"
02/20/2023 07:00,"0"
02/20/2023 07:15,"0"
02/20/2023 07:30,"0"
02/20/2023 07:45,"0"
02/20/2023 08:00,"0.0811"
02/20/2023 08:15,"12.7675"
02/20/2023 08:30,"42.931"
02/20/2023 08:45,"66.2714"
02/20/2023 09:00,"79.241"
02/20/2023 09:15,"142.5263"
02/20/2023 09:30,"135.8923"
02/20/2023 09:45,"239.1245"
02/20/2023 10:00,"160.3345"
02/20/2023 10:15,"165.3744"
02/20/2023 10:30,"162.2636"
02/20/2023 10:45,"165.231"
02/20/2023 11:00,"139.6515"
02/20/2023 11:15,"213.46"
02/20/2023 11:30,"352.6038"
02/20/2023 11:45,"336.2986"
02/20/2023 12:00,"356.8194"
02/20/2023 12:15,"431.5793"
02/20/2023 12:30,"272.0875"
02/20/2023 12:45,"264.1821"
02/20/2023 13:00,"306.0419"
02/20/2023 13:15,"294.8699"
02/20/2023 13:30,"375.0571"
02/20/2023 13:45,"377.7862"
02/20/2023 14:00,"340.3205"
02/20/2023 14:15,"296.8342"
02/20/2023 14:30,"320.7843"
02/20/2023 14:45,"336.4231"
02/20/2023 15:00,"279.8345"
02/20/2023 15:15,"276.8924"
02/20/2023 15:30,"231.9143"
02/20/2023 15:45,"238.4642"
02/20/2023 16:00,"232.8353"
02/20/2023 16:15,"165.2098"
02/20/2023 16:30,"181.1173"
02/20/2023 16:45,"73.456"
02/20/2023 17:00,"64.4016"
02/20/2023 17:15,"0"
02/20/2023 17:30,"0"
02/20/2023 17:45,"0"
02/20/2023 18:00,"0"
02/20/2023 18:15,"0"
02/20/2023 18:30,"0"
02/20/2023 18:45,"0"
02/20/2023 19:00,"0"
02/20/2023 19:15,"0"
02/20/2023 19:30,"0"
02/20/2023 19:45,"0"
02/20/2023 20:00,"0"
02/20/2023 20:15,"0"
02/20/2023 20:30,"0"
02/20/2023 20:45,"0"
02/20/2023 21:00,"0"
02/20/2023 21:15,"0"
02/20/2023 21:30,"0"
02/20/2023 21:45,"0"
02/20/2023 22:00,"0"
02/20/2023 22:15,"0"
02/20/2023 22:30,"0"
02/20/2023 22:45,"0"
02/20/2023 23:00,"0"
02/20/2023 23:15,"0"
02/20/2023 23:30,"0"
02/20/2023 23:45,"0"
02/21/2023 00:00,"0"
02/21/2023 00:15,"0"
02/21/2023 00:30,"0"
02/21/2023 00:45,"0"
02/21/2023 01:00,"0"
02/21/2023 01:15,"0"
02/21/2023 01:30,"0"
02/21/2023 01:45,"0"
