Time,System Production (W)
08/08/2022 00:00,"0"
08/08/2022 00:15,"0"
08/08/2022 00:30,"0"
08/08/2022 00:45,"0"
08/08/2022 01:00,"0"
08/08/2022 01:15,"0"
08/08/2022 01:30,"0"
08/08/2022 01:45,"0"
08/08/2022 02:00,"0"
08/08/2022 02:15,"0"
08/08/2022 02:30,"0"
08/08/2022 02:45,"0"
08/08/2022 03:00,"0"
08/08/2022 03:15,"0"
08/08/2022 03:30,"0"
08/08/2022 03:45,"0"
08/08/2022 04:00,"0"
08/08/2022 04:15,"0"
08/08/2022 04:30,"0"
08/08/2022 04:45,"0"
08/08/2022 05:00,"0"
08/08/2022 05:15,"0"
08/08/2022 05:30,"0"
08/08/2022 05:45,"0"
08/08/2022 06:00,"0"
08/08/2022 06:15,"1.3866"
08/08/2022 06:30,"20.0996"
08/08/2022 06:45,"50.7604"
08/08/2022 07:00,"109.1839"
08/08/2022 07:15,"169.2633"
08/08/2022 07:30,"225.1897"
08/08/2022 07:45,"316.316"
08/08/2022 08:00,"356.7796"
08/08/2022 08:15,"412.1077"
08/08/2022 08:30,"546.1508"
08/08/2022 08:45,"603.0225"
08/08/2022 09:00,"509.0714"
08/08/2022 09:15,"512.0072"
08/08/2022 09:30,"911.148"
08/08/2022 09:45,"1097.1217"
08/08/2022 10:00,"1014.3596"
08/08/2022 10:15,"829.5847"
08/08/2022 10:30,"930.7604"
08/08/2022 10:45,"1078.644"
08/08/2022 11:00,"2046.0837"
08/08/2022 11:15,"1395.4689"
08/08/2022 11:30,"1397.8247"
08/08/2022 11:45,"1682.1779"
08/08/2022 12:00,"1524.8243"
08/08/2022 12:15,"1576.5295"
08/08/2022 12:30,"1596.3441"
08/08/2022 12:45,"1421.3322"
08/08/2022 13:00,"1363.6359"
08/08/2022 13:15,"1374.0905"
08/08/2022 13:30,"1337.8877"
08/08/2022 13:45,"1159.7775"
08/08/2022 14:00,"1193.0995"
08/08/2022 14:15,"988.0561"
08/08/2022 14:30,"1013.02"
08/08/2022 14:45,"1269.3369"
08/08/2022 15:00,"1506.9009"
08/08/2022 15:15,"1996.5042"
08/08/2022 15:30,"2540.1692"
08/08/2022 15:45,"1458.5496"
08/08/2022 16:00,"741.4454"
08/08/2022 16:15,"1168.9625"
08/08/2022 16:30,"3354.7205"
08/08/2022 16:45,"1733.2074"
08/08/2022 17:00,"4176.874"
08/08/2022 17:15,"3024.2068"
08/08/2022 17:30,"3827.104"
08/08/2022 17:45,"3617.0413"
08/08/2022 18:00,"3454.6404"
08/08/2022 18:15,"1726.9275"
08/08/2022 18:30,"2857.4717"
08/08/2022 18:45,"1800.5364"
08/08/2022 19:00,"2393.5586"
08/08/2022 19:15,"2105.686"
08/08/2022 19:30,"1024.5449"
08/08/2022 19:45,"148.1999"
08/08/2022 20:00,"109.0384"
08/08/2022 20:15,"77.6716"
08/08/2022 20:30,"63.398"
08/08/2022 20:45,"10.0726"
08/08/2022 21:00,"1.3887"
08/08/2022 21:15,"0"
08/08/2022 21:30,"0"
08/08/2022 21:45,"0"
08/08/2022 22:00,"0"
08/08/2022 22:15,"0"
08/08/2022 22:30,"0"
08/08/2022 22:45,"0"
08/08/2022 23:00,"0"
08/08/2022 23:15,"0"
08/08/2022 23:30,"0"
08/08/2022 23:45,"0"
08/09/2022 00:00,"0"
08/09/2022 00:15,"0"
08/09/2022 00:30,"0"
08/09/2022 00:45,"0"
08/09/2022 01:00,"0"
08/09/2022 01:15,"0"
08/09/2022 01:30,"0"
08/09/2022 01:45,"0"
08/09/2022 02:00,"0"
08/09/2022 02:15,"0"
08/09/2022 02:30,"0"
08/09/2022 02:45,"0"
08/09/2022 03:00,"0"
08/09/2022 03:15,"0"
08/09/2022 03:30,"0"
08/09/2022 03:45,"0"
08/09/2022 04:00,"0"
08/09/2022 04:15,"0"
08/09/2022 04:30,"0"
08/09/2022 04:45,"0"
08/09/2022 05:00,"0"
08/09/2022 05:15,"0"
08/09/2022 05:30,"0"
08/09/2022 05:45,"0"
08/09/2022 06:00,"0.3617"
08/09/2022 06:15,"4.9371"
08/09/2022 06:30,"7.4428"
08/09/2022 06:45,"24.4975"
08/09/2022 07:00,"61.8106"
08/09/2022 07:15,"81.2127"
08/09/2022 07:30,"96.9632"
08/09/2022 07:45,"114.6476"
