Time,System Production (W)
12/12/2022 00:00,"0"
12/12/2022 00:15,"0"
12/12/2022 00:30,"0"
12/12/2022 00:45,"0"
12/12/2022 01:00,"0"
12/12/2022 01:15,"0"
12/12/2022 01:30,"0"
12/12/2022 01:45,"0"
12/12/2022 02:00,"0"
12/12/2022 02:15,"0"
12/12/2022 02:30,"0"
12/12/2022 02:45,"0"
12/12/2022 03:00,"0"
12/12/2022 03:15,"0"
12/12/2022 03:30,"0"
12/12/2022 03:45,"0"
12/12/2022 04:00,"0"
12/12/2022 04:15,"0"
12/12/2022 04:30,"0"
12/12/2022 04:45,"0"
12/12/2022 05:00,"0"
12/12/2022 05:15,"0"
12/12/2022 05:30,"0"
12/12/2022 05:45,"0"
12/12/2022 06:00,"0"
12/12/2022 06:15,"0"
12/12/2022 06:30,"0"
12/12/2022 06:45,"0"
12/12/2022 07:00,"0"
12/12/2022 07:15,"0"
12/12/2022 07:30,"0"
12/12/2022 07:45,"0"
12/12/2022 08:00,"0"
12/12/2022 08:15,"0"
12/12/2022 08:30,"0"
12/12/2022 08:45,"0"
12/12/2022 09:00,"4.1382"
12/12/2022 09:15,"31.3266"
12/12/2022 09:30,"66.099"
12/12/2022 09:45,"101.4889"
12/12/2022 10:00,"120.8073"
12/12/2022 10:15,"150.7318"
12/12/2022 10:30,"184.6472"
12/12/2022 10:45,"265.1343"
12/12/2022 11:00,"384.8187"
12/12/2022 11:15,"548.0524"
12/12/2022 11:30,"547.9723"
12/12/2022 11:45,"614.6969"
12/12/2022 12:00,"636.5491"
12/12/2022 12:15,"747.8264"
12/12/2022 12:30,"593.4269"
12/12/2022 12:45,"758.7841"
12/12/2022 13:00,"978.6429"
12/12/2022 13:15,"1327.1664"
12/12/2022 13:30,"644.479"
12/12/2022 13:45,"502.3833"
12/12/2022 14:00,"523.6684"
12/12/2022 14:15,"402.5176"
12/12/2022 14:30,"278.8043"
12/12/2022 14:45,"162.9823"
12/12/2022 15:00,"96.2882"
12/12/2022 15:15,"33.7371"
12/12/2022 15:30,"8.7221"
12/12/2022 15:45,"1.5335"
12/12/2022 16:00,"0"
12/12/2022 16:15,"0"
12/12/2022 16:30,"0"
12/12/2022 16:45,"0"
12/12/2022 17:00,"0"
12/12/2022 17:15,"0"
12/12/2022 17:30,"0"
12/12/2022 17:45,"0"
12/12/2022 18:00,"0"
12/12/2022 18:15,"0"
12/12/2022 18:30,"0"
12/12/2022 18:45,"0"
12/12/2022 19:00,"0"
12/12/2022 19:15,"0"
12/12/2022 19:30,"0"
12/12/2022 19:45,"0"
12/12/2022 20:00,"0"
12/12/2022 20:15,"0"
12/12/2022 20:30,"0"
12/12/2022 20:45,"0"
12/12/2022 21:00,"0"
12/12/2022 21:15,"0"
12/12/2022 21:30,"0"
12/12/2022 21:45,"0"
12/12/2022 22:00,"0"
12/12/2022 22:15,"0"
12/12/2022 22:30,"0"
12/12/2022 22:45,"0"
12/12/2022 23:00,"0"
12/12/2022 23:15,"0"
12/12/2022 23:30,"0"
12/12/2022 23:45,"0"
12/13/2022 00:00,"0"
12/13/2022 00:15,"0"
12/13/2022 00:30,"0"
12/13/2022 00:45,"0"
12/13/2022 01:00,"0"
12/13/2022 01:15,"0"
12/13/2022 01:30,"0"
12/13/2022 01:45,"0"
12/13/2022 02:00,"0"
12/13/2022 02:15,"0"
12/13/2022 02:30,"0"
12/13/2022 02:45,"0"
12/13/2022 03:00,"0"
12/13/2022 03:15,"0"
12/13/2022 03:30,"0"
12/13/2022 03:45,"0"
12/13/2022 04:00,"0"
12/13/2022 04:15,"0"
12/13/2022 04:30,"0"
12/13/2022 04:45,"0"
12/13/2022 05:00,"0"
12/13/2022 05:15,"0"
12/13/2022 05:30,"0"
12/13/2022 05:45,"0"
12/13/2022 06:00,"0"
12/13/2022 06:15,"0"
12/13/2022 06:30,"0"
12/13/2022 06:45,"0"
12/13/2022 07:00,"0"
12/13/2022 07:15,"0"
12/13/2022 07:30,"0"
12/13/2022 07:45,"0"
12/13/2022 08:00,"0"
12/13/2022 08:15,"0"
12/13/2022 08:30,"0"
12/13/2022 08:45,"1.9263"
12/13/2022 09:00,"26.1715"
12/13/2022 09:15,"67.8847"
12/13/2022 09:30,"109.3167"
12/13/2022 09:45,"167.4793"
12/13/2022 10:00,"209.9026"
12/13/2022 10:15,"241.5426"
12/13/2022 10:30,"290.5554"
12/13/2022 10:45,"389.5766"
12/13/2022 11:00,"473.7574"
12/13/2022 11:15,"576.0453"
12/13/2022 11:30,"642.5104"
12/13/2022 11:45,"908.0442"
12/13/2022 12:00,"1118.9291"
12/13/2022 12:15,"1484.8173"
12/13/2022 12:30,"1696.1018"
12/13/2022 12:45,"1782.1971"
12/13/2022 13:00,"1820.4803"
12/13/2022 13:15,"1837.8745"
12/13/2022 13:30,"1898.1234"
12/13/2022 13:45,"1923.3638"
12/13/2022 14:00,"1903.5275"
12/13/2022 14:15,"1792.981"
12/13/2022 14:30,"1688.1128"
12/13/2022 14:45,"1551.9462"
12/13/2022 15:00,"1366.7961"
12/13/2022 15:15,"412.6753"
12/13/2022 15:30,"156.3782"
12/13/2022 15:45,"6.2382"
12/13/2022 16:00,"0.5981"
12/13/2022 16:15,"0"
12/13/2022 16:30,"0"
12/13/2022 16:45,"0"
12/13/2022 17:00,"0"
12/13/2022 17:15,"0"
12/13/2022 17:30,"0"
12/13/2022 17:45,"0"
12/13/2022 18:00,"0"
12/13/2022 18:15,"0"
12/13/2022 18:30,"0"
12/13/2022 18:45,"0"
12/13/2022 19:00,"0"
12/13/2022 19:15,"0"
12/13/2022 19:30,"0"
12/13/2022 19:45,"0"
12/13/2022 20:00,"0"
12/13/2022 20:15,"0"
12/13/2022 20:30,"0"
12/13/2022 20:45,"0"
12/13/2022 21:00,"0"
12/13/2022 21:15,"0"
12/13/2022 21:30,"0"
12/13/2022 21:45,"0"
12/13/2022 22:00,"0"
12/13/2022 22:15,"0"
12/13/2022 22:30,"0"
12/13/2022 22:45,"0"
12/13/2022 23:00,"0"
12/13/2022 23:15,"0"
12/13/2022 23:30,"0"
12/13/2022 23:45,"0"
12/14/2022 00:00,"0"
12/14/2022 00:15,"0"
12/14/2022 00:30,"0"
12/14/2022 00:45,"0"
12/14/2022 01:00,"0"
12/14/2022 01:15,"0"
12/14/2022 01:30,"0"
12/14/2022 01:45,"0"
12/14/2022 02:00,"0"
12/14/2022 02:15,"0"
12/14/2022 02:30,"0"
12/14/2022 02:45,"0"
12/14/2022 03:00,"0"
12/14/2022 03:15,"0"
12/14/2022 03:30,"0"
12/14/2022 03:45,"0"
12/14/2022 04:00,"0"
12/14/2022 04:15,"0"
12/14/2022 04:30,"0"
12/14/2022 04:45,"0"
12/14/2022 05:00,"0"
12/14/2022 05:15,"0"
12/14/2022 05:30,"0"
12/14/2022 05:45,"0"
12/14/2022 06:00,"0"
12/14/2022 06:15,"0"
12/14/2022 06:30,"0"
12/14/2022 06:45,"0"
12/14/2022 07:00,"0"
12/14/2022 07:15,"0"
12/14/2022 07:30,"0"
12/14/2022 07:45,"0"
12/14/2022 08:00,"0"
12/14/2022 08:15,"0"
12/14/2022 08:30,"0"
12/14/2022 08:45,"0"
12/14/2022 09:00,"5.2019"
12/14/2022 09:15,"27.8488"
12/14/2022 09:30,"49.3371"
12/14/2022 09:45,"68.5626"
12/14/2022 10:00,"91.1614"
12/14/2022 10:15,"174.0121"
12/14/2022 10:30,"295.3941"
12/14/2022 10:45,"436.008"
12/14/2022 11:00,"582.5558"
12/14/2022 11:15,"747.4296"
12/14/2022 11:30,"908.1023"
12/14/2022 11:45,"1070.3776"
12/14/2022 12:00,"1235.5375"
12/14/2022 12:15,"1497.4048"
12/14/2022 12:30,"1745.1034"
12/14/2022 12:45,"1841.3077"
12/14/2022 13:00,"1920.672"
12/14/2022 13:15,"1987.9677"
12/14/2022 13:30,"2036.5074"
12/14/2022 13:45,"2039.1234"
12/14/2022 14:00,"2013.5665"
12/14/2022 14:15,"1975.6572"
12/14/2022 14:30,"1896.9705"
12/14/2022 14:45,"1777.8351"
12/14/2022 15:00,"1598.9369"
12/14/2022 15:15,"867.1025"
12/14/2022 15:30,"229.7502"
12/14/2022 15:45,"62.3193"
12/14/2022 16:00,"4.9003"
12/14/2022 16:15,"0"
12/14/2022 16:30,"0"
12/14/2022 16:45,"0"
12/14/2022 17:00,"0"
12/14/2022 17:15,"0"
12/14/2022 17:30,"0"
12/14/2022 17:45,"0"
12/14/2022 18:00,"0"
12/14/2022 18:15,"0"
12/14/2022 18:30,"0"
12/14/2022 18:45,"0"
12/14/2022 19:00,"0"
12/14/2022 19:15,"0"
12/14/2022 19:30,"0"
12/14/2022 19:45,"0"
12/14/2022 20:00,"0"
12/14/2022 20:15,"0"
12/14/2022 20:30,"0"
12/14/2022 20:45,"0"
12/14/2022 21:00,"0"
12/14/2022 21:15,"0"
12/14/2022 21:30,"0"
12/14/2022 21:45,"0"
12/14/2022 22:00,"0"
12/14/2022 22:15,"0"
12/14/2022 22:30,"0"
12/14/2022 22:45,"0"
12/14/2022 23:00,"0"
12/14/2022 23:15,"0"
12/14/2022 23:30,"0"
12/14/2022 23:45,"0"
12/15/2022 00:00,"0"
12/15/2022 00:15,"0"
12/15/2022 00:30,"0"
12/15/2022 00:45,"0"
12/15/2022 01:00,"0"
12/15/2022 01:15,"0"
12/15/2022 01:30,"0"
12/15/2022 01:45,"0"
12/15/2022 02:00,"0"
12/15/2022 02:15,"0"
12/15/2022 02:30,"0"
12/15/2022 02:45,"0"
12/15/2022 03:00,"0"
12/15/2022 03:15,"0"
12/15/2022 03:30,"0"
12/15/2022 03:45,"0"
12/15/2022 04:00,"0"
12/15/2022 04:15,"0"
12/15/2022 04:30,"0"
12/15/2022 04:45,"0"
12/15/2022 05:00,"0"
12/15/2022 05:15,"0"
12/15/2022 05:30,"0"
12/15/2022 05:45,"0"
12/15/2022 06:00,"0"
12/15/2022 06:15,"0"
12/15/2022 06:30,"0"
12/15/2022 06:45,"0"
12/15/2022 07:00,"0"
12/15/2022 07:15,"0"
12/15/2022 07:30,"0"
12/15/2022 07:45,"0"
12/15/2022 08:00,"0"
12/15/2022 08:15,"0"
12/15/2022 08:30,"0"
12/15/2022 08:45,"0"
12/15/2022 09:00,"5.8164"
12/15/2022 09:15,"18.8549"
12/15/2022 09:30,"37.9507"
12/15/2022 09:45,"49.7136"
12/15/2022 10:00,"127.2523"
12/15/2022 10:15,"163.3472"
12/15/2022 10:30,"156.808"
12/15/2022 10:45,"204.732"
12/15/2022 11:00,"408.8955"
12/15/2022 11:15,"556.1788"
12/15/2022 11:30,"791.4161"
12/15/2022 11:45,"1203.3973"
12/15/2022 12:00,"1347.5283"
12/15/2022 12:15,"1464.8525"
12/15/2022 12:30,"1572.9962"
12/15/2022 12:45,"1672.71"
12/15/2022 13:00,"1754.687"
12/15/2022 13:15,"1825.5995"
12/15/2022 13:30,"1852.6809"
12/15/2022 13:45,"1855.4696"
12/15/2022 14:00,"1840.1085"
12/15/2022 14:15,"1745.3267"
12/15/2022 14:30,"1598.1122"
12/15/2022 14:45,"1274.4453"
12/15/2022 15:00,"1310.0605"
12/15/2022 15:15,"673.8721"
12/15/2022 15:30,"168.3006"
12/15/2022 15:45,"14.583"
12/15/2022 16:00,"7.6685"
12/15/2022 16:15,"0"
12/15/2022 16:30,"0"
12/15/2022 16:45,"0"
12/15/2022 17:00,"0"
12/15/2022 17:15,"0"
12/15/2022 17:30,"0"
12/15/2022 17:45,"0"
12/15/2022 18:00,"0"
12/15/2022 18:15,"0"
12/15/2022 18:30,"0"
12/15/2022 18:45,"0"
12/15/2022 19:00,"0"
12/15/2022 19:15,"0"
12/15/2022 19:30,"0"
12/15/2022 19:45,"0"
12/15/2022 20:00,"0"
12/15/2022 20:15,"0"
12/15/2022 20:30,"0"
12/15/2022 20:45,"0"
12/15/2022 21:00,"0"
12/15/2022 21:15,"0"
12/15/2022 21:30,"0"
12/15/2022 21:45,"0"
12/15/2022 22:00,"0"
12/15/2022 22:15,"0"
12/15/2022 22:30,"0"
12/15/2022 22:45,"0"
12/15/2022 23:00,"0"
12/15/2022 23:15,"0"
12/15/2022 23:30,"0"
12/15/2022 23:45,"0"
12/16/2022 00:00,"0"
12/16/2022 00:15,"0"
12/16/2022 00:30,"0"
12/16/2022 00:45,"0"
12/16/2022 01:00,"0"
12/16/2022 01:15,"0"
12/16/2022 01:30,"0"
12/16/2022 01:45,"0"
12/16/2022 02:00,"0"
12/16/2022 02:15,"0"
12/16/2022 02:30,"0"
12/16/2022 02:45,"0"
12/16/2022 03:00,"0"
12/16/2022 03:15,"0"
12/16/2022 03:30,"0"
12/16/2022 03:45,"0"
12/16/2022 04:00,"0"
12/16/2022 04:15,"0"
12/16/2022 04:30,"0"
12/16/2022 04:45,"0"
12/16/2022 05:00,"0"
12/16/2022 05:15,"0"
12/16/2022 05:30,"0"
12/16/2022 05:45,"0"
12/16/2022 06:00,"0"
12/16/2022 06:15,"0"
12/16/2022 06:30,"0"
12/16/2022 06:45,"0"
12/16/2022 07:00,"0"
12/16/2022 07:15,"0"
12/16/2022 07:30,"0"
12/16/2022 07:45,"0"
12/16/2022 08:00,"0"
12/16/2022 08:15,"0"
12/16/2022 08:30,"0"
12/16/2022 08:45,"0"
12/16/2022 09:00,"0"
12/16/2022 09:15,"1.4717"
12/16/2022 09:30,"1.8864"
12/16/2022 09:45,"7.877"
12/16/2022 10:00,"19.3086"
12/16/2022 10:15,"9.7116"
12/16/2022 10:30,"25.6518"
12/16/2022 10:45,"52.6566"
12/16/2022 11:00,"78.1606"
12/16/2022 11:15,"93.5482"
12/16/2022 11:30,"138.7995"
12/16/2022 11:45,"141.9562"
12/16/2022 12:00,"131.7056"
12/16/2022 12:15,"53.7439"
12/16/2022 12:30,"62.7142"
12/16/2022 12:45,"43.4488"
12/16/2022 13:00,"61.815"
12/16/2022 13:15,"104.816"
12/16/2022 13:30,"172.701"
12/16/2022 13:45,"233.5409"
12/16/2022 14:00,"185.645"
12/16/2022 14:15,"196.2877"
12/16/2022 14:30,"124.6982"
12/16/2022 14:45,"108.2543"
12/16/2022 15:00,"109.5827"
12/16/2022 15:15,"31.8877"
12/16/2022 15:30,"1.7023"
12/16/2022 15:45,"1.2075"
12/16/2022 16:00,"0"
12/16/2022 16:15,"0"
12/16/2022 16:30,"0"
12/16/2022 16:45,"0"
12/16/2022 17:00,"0"
12/16/2022 17:15,"0"
12/16/2022 17:30,"0"
12/16/2022 17:45,"0"
12/16/2022 18:00,"0"
12/16/2022 18:15,"0"
12/16/2022 18:30,"0"
12/16/2022 18:45,"0"
12/16/2022 19:00,"0"
12/16/2022 19:15,"0"
12/16/2022 19:30,"0"
12/16/2022 19:45,"0"
12/16/2022 20:00,"0"
12/16/2022 20:15,"0"
12/16/2022 20:30,"0"
12/16/2022 20:45,"0"
12/16/2022 21:00,"0"
12/16/2022 21:15,"0"
12/16/2022 21:30,"0"
12/16/2022 21:45,"0"
12/16/2022 22:00,"0"
12/16/2022 22:15,"0"
12/16/2022 22:30,"0"
12/16/2022 22:45,"0"
12/16/2022 23:00,"0"
12/16/2022 23:15,"0"
12/16/2022 23:30,"0"
12/16/2022 23:45,"0"
12/17/2022 00:00,"0"
12/17/2022 00:15,"0"
12/17/2022 00:30,"0"
12/17/2022 00:45,"0"
12/17/2022 01:00,"0"
12/17/2022 01:15,"0"
12/17/2022 01:30,"0"
12/17/2022 01:45,"0"
12/17/2022 02:00,"0"
12/17/2022 02:15,"0"
12/17/2022 02:30,"0"
12/17/2022 02:45,"0"
12/17/2022 03:00,"0"
12/17/2022 03:15,"0"
12/17/2022 03:30,"0"
12/17/2022 03:45,"0"
12/17/2022 04:00,"0"
12/17/2022 04:15,"0"
12/17/2022 04:30,"0"
12/17/2022 04:45,"0"
12/17/2022 05:00,"0"
12/17/2022 05:15,"0"
12/17/2022 05:30,"0"
12/17/2022 05:45,"0"
12/17/2022 06:00,"0"
12/17/2022 06:15,"0"
12/17/2022 06:30,"0"
12/17/2022 06:45,"0"
12/17/2022 07:00,"0"
12/17/2022 07:15,"0"
12/17/2022 07:30,"0"
12/17/2022 07:45,"0"
12/17/2022 08:00,"0"
12/17/2022 08:15,"0"
12/17/2022 08:30,"0"
12/17/2022 08:45,"0"
12/17/2022 09:00,"0"
12/17/2022 09:15,"7.9203"
12/17/2022 09:30,"95.1303"
12/17/2022 09:45,"71.6721"
12/17/2022 10:00,"65.0605"
12/17/2022 10:15,"113.513"
12/17/2022 10:30,"230.0665"
12/17/2022 10:45,"217.7556"
12/17/2022 11:00,"99.4404"
12/17/2022 11:15,"247.7277"
12/17/2022 11:30,"150.2675"
12/17/2022 11:45,"193.7276"
12/17/2022 12:00,"309.3819"
12/17/2022 12:15,"345.83"
12/17/2022 12:30,"274.2399"
12/17/2022 12:45,"395.107"
12/17/2022 13:00,"539.5797"
12/17/2022 13:15,"538.6611"
12/17/2022 13:30,"575.101"
12/17/2022 13:45,"388.4929"
12/17/2022 14:00,"223.2601"
12/17/2022 14:15,"447.3515"
12/17/2022 14:30,"133.1608"
12/17/2022 14:45,"238.08"
12/17/2022 15:00,"242.3741"
12/17/2022 15:15,"310.4472"
12/17/2022 15:30,"63.3275"
12/17/2022 15:45,"5.1947"
12/17/2022 16:00,"0"
12/17/2022 16:15,"0"
12/17/2022 16:30,"0"
12/17/2022 16:45,"0"
12/17/2022 17:00,"0"
12/17/2022 17:15,"0"
12/17/2022 17:30,"0"
12/17/2022 17:45,"0"
12/17/2022 18:00,"0"
12/17/2022 18:15,"0"
12/17/2022 18:30,"0"
12/17/2022 18:45,"0"
12/17/2022 19:00,"0"
12/17/2022 19:15,"0"
12/17/2022 19:30,"0"
12/17/2022 19:45,"0"
12/17/2022 20:00,"0"
12/17/2022 20:15,"0"
12/17/2022 20:30,"0"
12/17/2022 20:45,"0"
12/17/2022 21:00,"0"
12/17/2022 21:15,"0"
12/17/2022 21:30,"0"
12/17/2022 21:45,"0"
12/17/2022 22:00,"0"
12/17/2022 22:15,"0"
12/17/2022 22:30,"0"
12/17/2022 22:45,"0"
12/17/2022 23:00,"0"
12/17/2022 23:15,"0"
12/17/2022 23:30,"0"
12/17/2022 23:45,"0"
12/18/2022 00:00,"0"
12/18/2022 00:15,"0"
12/18/2022 00:30,"0"
12/18/2022 00:45,"0"
12/18/2022 01:00,"0"
12/18/2022 01:15,"0"
12/18/2022 01:30,"0"
12/18/2022 01:45,"0"
12/18/2022 02:00,"0"
12/18/2022 02:15,"0"
12/18/2022 02:30,"0"
12/18/2022 02:45,"0"
12/18/2022 03:00,"0"
12/18/2022 03:15,"0"
12/18/2022 03:30,"0"
12/18/2022 03:45,"0"
12/18/2022 04:00,"0"
12/18/2022 04:15,"0"
12/18/2022 04:30,"0"
12/18/2022 04:45,"0"
12/18/2022 05:00,"0"
12/18/2022 05:15,"0"
12/18/2022 05:30,"0"
12/18/2022 05:45,"0"
12/18/2022 06:00,"0"
12/18/2022 06:15,"0"
12/18/2022 06:30,"0"
12/18/2022 06:45,"0"
12/18/2022 07:00,"0"
12/18/2022 07:15,"0"
12/18/2022 07:30,"0"
12/18/2022 07:45,"0"
12/18/2022 08:00,"0"
12/18/2022 08:15,"0"
12/18/2022 08:30,"0"
12/18/2022 08:45,"3.2273"
12/18/2022 09:00,"38.4612"
12/18/2022 09:15,"64.2664"
12/18/2022 09:30,"104.1925"
12/18/2022 09:45,"162.3089"
12/18/2022 10:00,"226.6019"
12/18/2022 10:15,"329.9352"
12/18/2022 10:30,"478.5263"
12/18/2022 10:45,"390.8242"
12/18/2022 11:00,"275.304"
12/18/2022 11:15,"712.3785"
12/18/2022 11:30,"638.9434"
12/18/2022 11:45,"440.8786"
12/18/2022 12:00,"388.4469"
12/18/2022 12:15,"363.5719"
12/18/2022 12:30,"372.3828"
12/18/2022 12:45,"326.8333"
12/18/2022 13:00,"294.6091"
12/18/2022 13:15,"304.9986"
12/18/2022 13:30,"286.7645"
12/18/2022 13:45,"290.9191"
12/18/2022 14:00,"310.3127"
12/18/2022 14:15,"305.8572"
12/18/2022 14:30,"231.2457"
12/18/2022 14:45,"166.4505"
12/18/2022 15:00,"136.785"
12/18/2022 15:15,"83.3716"
12/18/2022 15:30,"21.5433"
12/18/2022 15:45,"0"
12/18/2022 16:00,"0"
12/18/2022 16:15,"0"
12/18/2022 16:30,"0"
12/18/2022 16:45,"0"
12/18/2022 17:00,"0"
12/18/2022 17:15,"0"
12/18/2022 17:30,"0"
12/18/2022 17:45,"0"
12/18/2022 18:00,"0"
12/18/2022 18:15,"0"
12/18/2022 18:30,"0"
12/18/2022 18:45,"0"
12/18/2022 19:00,"0"
12/18/2022 19:15,"0"
12/18/2022 19:30,"0"
12/18/2022 19:45,"0"
12/18/2022 20:00,"0"
12/18/2022 20:15,"0"
12/18/2022 20:30,"0"
12/18/2022 20:45,"0"
12/18/2022 21:00,"0"
12/18/2022 21:15,"0"
12/18/2022 21:30,"0"
12/18/2022 21:45,"0"
12/18/2022 22:00,"0"
12/18/2022 22:15,"0"
12/18/2022 22:30,"0"
12/18/2022 22:45,"0"
12/18/2022 23:00,"0"
12/18/2022 23:15,"0"
12/18/2022 23:30,"0"
12/18/2022 23:45,"0"
