Time,System Production (W)
08/29/2022 00:00,"0"
08/29/2022 00:15,"0"
08/29/2022 00:30,"0"
08/29/2022 00:45,"0"
08/29/2022 01:00,"0"
08/29/2022 01:15,"0"
08/29/2022 01:30,"0"
08/29/2022 01:45,"0"
08/29/2022 02:00,"0"
08/29/2022 02:15,"0"
08/29/2022 02:30,"0"
08/29/2022 02:45,"0"
08/29/2022 03:00,"0"
08/29/2022 03:15,"0"
08/29/2022 03:30,"0"
08/29/2022 03:45,"0"
08/29/2022 04:00,"0"
08/29/2022 04:15,"0"
08/29/2022 04:30,"0"
08/29/2022 04:45,"0"
08/29/2022 05:00,"0"
08/29/2022 05:15,"0"
08/29/2022 05:30,"0"
08/29/2022 05:45,"0"
08/29/2022 06:00,"0"
08/29/2022 06:15,"0"
08/29/2022 06:30,"0"
08/29/2022 06:45,"11.7539"
08/29/2022 07:00,"59.0417"
08/29/2022 07:15,"95.4507"
08/29/2022 07:30,"118.5681"
08/29/2022 07:45,"169.261"
08/29/2022 08:00,"248.8024"
08/29/2022 08:15,"350.8091"
08/29/2022 08:30,"475.69"
08/29/2022 08:45,"529.8931"
08/29/2022 09:00,"560.3049"
08/29/2022 09:15,"504.6053"
08/29/2022 09:30,"594.3797"
08/29/2022 09:45,"698.0013"
08/29/2022 10:00,"1020.5584"
08/29/2022 10:15,"887.7593"
08/29/2022 10:30,"1165.7166"
08/29/2022 10:45,"728.6158"
08/29/2022 11:00,"685.7999"
08/29/2022 11:15,"496.5136"
08/29/2022 11:30,"864.0455"
08/29/2022 11:45,"1038.4835"
08/29/2022 12:00,"1199.3568"
08/29/2022 12:15,"1583.0787"
08/29/2022 12:30,"1564.9114"
08/29/2022 12:45,"1484.5905"
08/29/2022 13:00,"1810.5831"
08/29/2022 13:15,"2371.8635"
08/29/2022 13:30,"3515.9426"
08/29/2022 13:45,"2378.3525"
08/29/2022 14:00,"1084.4084"
08/29/2022 14:15,"1007.5612"
08/29/2022 14:30,"1214.269"
08/29/2022 14:45,"1878.1322"
08/29/2022 15:00,"2406.1904"
08/29/2022 15:15,"986.2692"
08/29/2022 15:30,"1184.8478"
08/29/2022 15:45,"1144.7904"
08/29/2022 16:00,"1179.1331"
08/29/2022 16:15,"1127.8822"
08/29/2022 16:30,"1042.5538"
08/29/2022 16:45,"751.1932"
08/29/2022 17:00,"736.231"
08/29/2022 17:15,"825.4734"
08/29/2022 17:30,"1250.7678"
08/29/2022 17:45,"661.0092"
08/29/2022 18:00,"753.7606"
08/29/2022 18:15,"1102.5935"
08/29/2022 18:30,"934.3451"
08/29/2022 18:45,"804.0944"
08/29/2022 19:00,"454.3545"
08/29/2022 19:15,"417.451"
08/29/2022 19:30,"274.0069"
08/29/2022 19:45,"172.2014"
08/29/2022 20:00,"32.8064"
08/29/2022 20:15,"0.94"
08/29/2022 20:30,"0"
08/29/2022 20:45,"0"
08/29/2022 21:00,"0"
08/29/2022 21:15,"0"
08/29/2022 21:30,"0"
08/29/2022 21:45,"0"
08/29/2022 22:00,"0"
08/29/2022 22:15,"0"
08/29/2022 22:30,"0"
08/29/2022 22:45,"0"
08/29/2022 23:00,"0"
08/29/2022 23:15,"0"
08/29/2022 23:30,"0"
08/29/2022 23:45,"0"
08/30/2022 00:00,"0"
08/30/2022 00:15,"0"
08/30/2022 00:30,"0"
08/30/2022 00:45,"0"
08/30/2022 01:00,"0"
08/30/2022 01:15,"0"
08/30/2022 01:30,"0"
08/30/2022 01:45,"0"
08/30/2022 02:00,"0"
08/30/2022 02:15,"0"
08/30/2022 02:30,"0"
08/30/2022 02:45,"0"
08/30/2022 03:00,"0"
08/30/2022 03:15,"0"
08/30/2022 03:30,"0"
08/30/2022 03:45,"0"
08/30/2022 04:00,"0"
08/30/2022 04:15,"0"
08/30/2022 04:30,"0"
08/30/2022 04:45,"0"
08/30/2022 05:00,"0"
08/30/2022 05:15,"0"
08/30/2022 05:30,"0"
08/30/2022 05:45,"0"
08/30/2022 06:00,"0"
08/30/2022 06:15,"0"
08/30/2022 06:30,"0"
08/30/2022 06:45,"0"
08/30/2022 07:00,"3.3139"
08/30/2022 07:15,"20.507"
08/30/2022 07:30,"63.6935"
08/30/2022 07:45,"88.2563"
08/30/2022 08:00,"106.7864"
08/30/2022 08:15,"127.0798"
08/30/2022 08:30,"141.1793"
08/30/2022 08:45,"158.9413"
08/30/2022 09:00,"172.4499"
08/30/2022 09:15,"176.3597"
08/30/2022 09:30,"188.6077"
08/30/2022 09:45,"265.5031"
08/30/2022 10:00,"408.0529"
08/30/2022 10:15,"634.5425"
08/30/2022 10:30,"936.7244"
08/30/2022 10:45,"1104.3016"
08/30/2022 11:00,"1735.0201"
08/30/2022 11:15,"871.5112"
08/30/2022 11:30,"1291.2006"
08/30/2022 11:45,"1225.8955"
08/30/2022 12:00,"1946.2125"
08/30/2022 12:15,"1581.5881"
08/30/2022 12:30,"2681.6626"
08/30/2022 12:45,"2567.5574"
08/30/2022 13:00,"2060.5813"
08/30/2022 13:15,"2760.873"
08/30/2022 13:30,"3658.6423"
08/30/2022 13:45,"2829.3337"
08/30/2022 14:00,"3126.2102"
08/30/2022 14:15,"3985.1567"
08/30/2022 14:30,"3991.9065"
08/30/2022 14:45,"4140.4678"
08/30/2022 15:00,"4316.8306"
08/30/2022 15:15,"4384.9668"
08/30/2022 15:30,"3449.1145"
08/30/2022 15:45,"1201.0388"
08/30/2022 16:00,"1041.2208"
08/30/2022 16:15,"3106.3691"
08/30/2022 16:30,"3072.2336"
08/30/2022 16:45,"2128.8794"
08/30/2022 17:00,"2641.9053"
08/30/2022 17:15,"3329.4431"
08/30/2022 17:30,"2105.0464"
08/30/2022 17:45,"2128.6565"
08/30/2022 18:00,"429.5833"
08/30/2022 18:15,"2327.9441"
08/30/2022 18:30,"2185.979"
08/30/2022 18:45,"2126.2742"
08/30/2022 19:00,"1640.3231"
08/30/2022 19:15,"483.2845"
08/30/2022 19:30,"156.5503"
08/30/2022 19:45,"96.9247"
08/30/2022 20:00,"30.8934"
08/30/2022 20:15,"3.9489"
08/30/2022 20:30,"0"
08/30/2022 20:45,"0"
08/30/2022 21:00,"0"
08/30/2022 21:15,"0"
08/30/2022 21:30,"0"
08/30/2022 21:45,"0"
08/30/2022 22:00,"0"
08/30/2022 22:15,"0"
08/30/2022 22:30,"0"
08/30/2022 22:45,"0"
08/30/2022 23:00,"0"
08/30/2022 23:15,"0"
08/30/2022 23:30,"0"
08/30/2022 23:45,"0"
08/31/2022 00:00,"0"
08/31/2022 00:15,"0"
08/31/2022 00:30,"0"
08/31/2022 00:45,"0"
08/31/2022 01:00,"0"
08/31/2022 01:15,"0"
08/31/2022 01:30,"0"
08/31/2022 01:45,"0"
08/31/2022 02:00,"0"
08/31/2022 02:15,"0"
08/31/2022 02:30,"0"
08/31/2022 02:45,"0"
08/31/2022 03:00,"0"
08/31/2022 03:15,"0"
08/31/2022 03:30,"0"
08/31/2022 03:45,"0"
08/31/2022 04:00,"0"
08/31/2022 04:15,"0"
08/31/2022 04:30,"0"
08/31/2022 04:45,"0"
08/31/2022 05:00,"0"
08/31/2022 05:15,"0"
08/31/2022 05:30,"0"
08/31/2022 05:45,"0"
08/31/2022 06:00,"0"
08/31/2022 06:15,"0"
08/31/2022 06:30,"0"
08/31/2022 06:45,"1.3824"
08/31/2022 07:00,"12.5792"
08/31/2022 07:15,"35.217"
08/31/2022 07:30,"60.8878"
08/31/2022 07:45,"80.6928"
08/31/2022 08:00,"101.8297"
08/31/2022 08:15,"121.44"
08/31/2022 08:30,"140.7574"
08/31/2022 08:45,"154.1384"
08/31/2022 09:00,"168.3765"
08/31/2022 09:15,"173.5802"
08/31/2022 09:30,"182.7711"
08/31/2022 09:45,"258.1309"
08/31/2022 10:00,"402.2608"
08/31/2022 10:15,"616.195"
08/31/2022 10:30,"865.6812"
08/31/2022 10:45,"1125.7189"
08/31/2022 11:00,"1430.4366"
08/31/2022 11:15,"1373.8829"
08/31/2022 11:30,"2112.2764"
08/31/2022 11:45,"2316.8699"
08/31/2022 12:00,"2561.9319"
08/31/2022 12:15,"2550.4067"
08/31/2022 12:30,"1898.9135"
08/31/2022 12:45,"2967.4106"
08/31/2022 13:00,"2746.4585"
08/31/2022 13:15,"3238.231"
08/31/2022 13:30,"3348.697"
08/31/2022 13:45,"3437.1265"
08/31/2022 14:00,"3548.2678"
08/31/2022 14:15,"3620.9087"
08/31/2022 14:30,"3692.811"
08/31/2022 14:45,"3749.6067"
08/31/2022 15:00,"3779.7812"
08/31/2022 15:15,"3799.8257"
08/31/2022 15:30,"3798.696"
08/31/2022 15:45,"3784.3379"
