Time,System Production (W)
01/23/2023 00:00,"0"
01/23/2023 00:15,"0"
01/23/2023 00:30,"0"
01/23/2023 00:45,"0"
01/23/2023 01:00,"0"
01/23/2023 01:15,"0"
01/23/2023 01:30,"0"
01/23/2023 01:45,"0"
01/23/2023 02:00,"0"
01/23/2023 02:15,"0"
01/23/2023 02:30,"0"
01/23/2023 02:45,"0"
01/23/2023 03:00,"0"
01/23/2023 03:15,"0"
01/23/2023 03:30,"0"
01/23/2023 03:45,"0"
01/23/2023 04:00,"0"
01/23/2023 04:15,"0"
01/23/2023 04:30,"0"
01/23/2023 04:45,"0"
01/23/2023 05:00,"0"
01/23/2023 05:15,"0"
01/23/2023 05:30,"0"
01/23/2023 05:45,"0"
01/23/2023 06:00,"0"
01/23/2023 06:15,"0"
01/23/2023 06:30,"0"
01/23/2023 06:45,"0"
01/23/2023 07:00,"0"
01/23/2023 07:15,"0"
01/23/2023 07:30,"0"
01/23/2023 07:45,"0"
01/23/2023 08:00,"0"
01/23/2023 08:15,"0"
01/23/2023 08:30,"0"
01/23/2023 08:45,"0.7031"
01/23/2023 09:00,"5.4991"
01/23/2023 09:15,"60.8343"
01/23/2023 09:30,"86.1335"
01/23/2023 09:45,"67.3225"
01/23/2023 10:00,"100.2023"
01/23/2023 10:15,"124.9415"
01/23/2023 10:30,"128.7601"
01/23/2023 10:45,"164.1813"
01/23/2023 11:00,"168.1103"
01/23/2023 11:15,"191.9702"
01/23/2023 11:30,"240.7168"
01/23/2023 11:45,"312.2087"
01/23/2023 12:00,"364.1597"
01/23/2023 12:15,"395.8195"
01/23/2023 12:30,"375.2765"
01/23/2023 12:45,"329.2952"
01/23/2023 13:00,"319.9465"
01/23/2023 13:15,"239.3696"
01/23/2023 13:30,"228.7285"
01/23/2023 13:45,"218.5062"
01/23/2023 14:00,"165.4921"
01/23/2023 14:15,"139.2068"
01/23/2023 14:30,"117.3166"
01/23/2023 14:45,"122.9243"
01/23/2023 15:00,"108.9478"
01/23/2023 15:15,"121.269"
01/23/2023 15:30,"71.3319"
01/23/2023 15:45,"34.2605"
01/23/2023 16:00,"12.4665"
01/23/2023 16:15,"3.7464"
01/23/2023 16:30,"0"
01/23/2023 16:45,"0"
01/23/2023 17:00,"0"
01/23/2023 17:15,"0"
01/23/2023 17:30,"0"
01/23/2023 17:45,"0"
01/23/2023 18:00,"0"
01/23/2023 18:15,"0"
01/23/2023 18:30,"0"
01/23/2023 18:45,"0"
01/23/2023 19:00,"0"
01/23/2023 19:15,"0"
01/23/2023 19:30,"0"
01/23/2023 19:45,"0"
01/23/2023 20:00,"0"
01/23/2023 20:15,"0"
01/23/2023 20:30,"0"
01/23/2023 20:45,"0"
01/23/2023 21:00,"0"
01/23/2023 21:15,"0"
01/23/2023 21:30,"0"
01/23/2023 21:45,"0"
01/23/2023 22:00,"0"
01/23/2023 22:15,"0"
01/23/2023 22:30,"0"
01/23/2023 22:45,"0"
01/23/2023 23:00,"0"
