station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
EHGG,2022-01-01 00:25,51.80,50.00,93.55,240.00,11.00,0.00,30.12,,3.73,,BKN,OVC,,,500.00,600.00,,,,,,,,,,51.80,EHGG 010025Z AUTO 24011KT 6000 BKN005 OVC006 11/10 Q1020,
EHGG,2022-01-01 00:55,51.80,50.00,93.55,240.00,12.00,0.00,30.12,,3.73,,SCT,BKN,BKN,,600.00,700.00,900.00,,,,,,,,,51.80,EHGG 010055Z AUTO 24012KT 210V270 6000 SCT006 BKN007 BKN009 11/10 Q1020,
EHGG,2022-01-01 01:25,50.00,48.20,93.50,230.00,9.00,0.00,30.12,,3.73,,SCT,BKN,BKN,,600.00,700.00,900.00,,,,,,,,,50.00,EHGG 010125Z AUTO 23009KT 6000 SCT006 BKN007 BKN009 10/09 Q1020,
EHGG,2022-01-01 01:55,50.00,50.00,100.00,230.00,13.00,0.00,30.12,,2.86,,OVC,,,,500.00,,,,BR,,,,,,,50.00,EHGG 010155Z AUTO 23013KT 4600 BR OVC005 10/10 Q1020,
EHGG,2022-01-01 02:25,51.80,50.00,93.55,240.00,11.00,0.00,30.12,,2.80,,BKN,OVC,,,600.00,700.00,,,BR,,,,,,,51.80,EHGG 010225Z AUTO 24011KT 4500 BR BKN006 OVC007 11/10 Q1020,
EHGG,2022-01-01 02:55,51.80,50.00,93.55,240.00,11.00,0.00,30.12,,2.92,,OVC,,,,600.00,,,,BR,,,,,,,51.80,EHGG 010255Z AUTO 24011KT 200V270 4700 BR OVC006 11/10 Q1020,
EHGG,2022-01-01 03:25,51.80,50.00,93.55,240.00,11.00,0.00,30.15,,2.86,,OVC,,,,600.00,,,,BR,,,,,,,51.80,EHGG 010325Z AUTO 24011KT 4600 BR OVC006 11/10 Q1021,
EHGG,2022-01-01 03:55,51.80,50.00,93.55,240.00,10.00,0.00,30.15,,2.80,,OVC,,,,600.00,,,,BR,,,,,,,51.80,EHGG 010355Z AUTO 24010KT 210V270 4500 BR OVC006 11/10 Q1021,
EHGG,2022-01-01 04:25,51.80,50.00,93.55,240.00,11.00,0.00,30.15,,2.61,,OVC,,,,600.00,,,,BR,,,,,,,51.80,EHGG 010425Z AUTO 24011KT 210V270 4200 BR OVC006 11/10 Q1021,
EHGG,2022-01-01 04:55,51.80,50.00,93.55,230.00,9.00,0.00,30.12,,2.17,,BKN,OVC,,,600.00,700.00,,,BR,,,,,,,51.80,EHGG 010455Z AUTO 23009KT 200V260 3500 BR BKN006 OVC007 11/10 Q1020,
EHGG,2022-01-01 05:25,51.80,50.00,93.55,230.00,10.00,0.00,30.15,,1.93,,OVC,,,,600.00,,,,BR,,,,,,,51.80,COR EHGG 010525Z AUTO 23010KT 3100 BR OVC006 11/10 Q1021 TEMPO 2500 BKN004,
EHGG,2022-01-01 05:55,51.80,50.00,93.55,240.00,12.00,0.00,30.15,,2.05,,OVC,,,,500.00,,,,BR,,,,,,,51.80,EHGG 010555Z AUTO 24012KT 210V270 3300 BR OVC005/// 11/10 Q1021 TEMPO 2500 BKN004,
EHGG,2022-01-01 06:25,51.80,50.00,93.55,240.00,10.00,0.00,30.15,,1.62,,OVC,,,,200.00,,,,BR,,,,,,,51.80,EHGG 010625Z AUTO 24010KT 210V270 2600 BR OVC002 11/10 Q1021 BECMG BKN005 TEMPO 2500,
EHGG,2022-01-01 06:55,51.80,50.00,93.55,230.00,8.00,0.00,30.15,,1.99,,BKN,OVC,,,300.00,400.00,,,BR,,,,,,,51.80,EHGG 010655Z AUTO 23008KT 3200 BR BKN003 OVC004 11/10 Q1021 BECMG BKN005,
EHGG,2022-01-01 07:25,51.80,50.00,93.55,230.00,8.00,0.00,30.15,,2.61,,OVC,,,,400.00,,,,BR,,,,,,,51.80,EHGG 010725Z AUTO 23008KT 4200 BR OVC004 11/10 Q1021 BECMG 6000 NSW BKN005,
EHGG,2022-01-01 07:55,51.80,51.80,100.00,220.00,8.00,0.00,30.15,,2.80,,BKN,OVC,,,500.00,600.00,,,,,,,,,,51.80,EHGG 010755Z AUTO 22008KT 180V250 4500 BKN005 OVC006 11/11 Q1021 BECMG BKN012,
EHGG,2022-01-01 08:25,53.60,51.80,93.60,210.00,8.00,0.00,30.15,,3.73,,OVC,,,,600.00,,,,,,,,,,,53.60,EHGG 010825Z AUTO 21008KT 170V230 6000 OVC006 12/11 Q1021 BECMG BKN012,
EHGG,2022-01-01 08:55,53.60,51.80,93.60,200.00,9.00,0.00,30.15,,2.80,,FEW,BKN,OVC,,500.00,700.00,800.00,,BR,,,,,,,53.60,EHGG 010855Z AUTO 20009KT 4500 BR FEW005 BKN007 OVC008 12/11 Q1021 BECMG 6000 NSW BKN012,
EHGG,2022-01-01 09:25,53.60,51.80,93.60,200.00,9.00,0.00,30.15,,3.73,,FEW,BKN,OVC,,700.00,900.00,1000.00,,,,,,,,,53.60,EHGG 010925Z AUTO 20009KT 6000 FEW007 BKN009 OVC010 12/11 Q1021 BECMG 9000 NSW BKN020,
EHGG,2022-01-01 09:55,53.60,51.80,93.60,200.00,9.00,0.00,30.15,,4.97,,FEW,,,,800.00,,,,,,,,,,,53.60,EHGG 010955Z AUTO 20009KT 170V240 8000 FEW008/// 12/11 Q1021 NOSIG,
EHGG,2022-01-01 10:25,55.40,51.80,87.65,200.00,10.00,0.00,30.15,,6.21,,NSC,,,,,,,,,,,,,,,55.40,EHGG 011025Z AUTO 20010KT 9999 NSC 13/11 Q1021 NOSIG,
EHGG,2022-01-01 10:55,55.40,51.80,87.65,200.00,9.00,0.00,30.12,,6.21,,NSC,,,,,,,,,,,,,,,55.40,EHGG 011055Z AUTO 20009KT 9999 NSC 13/11 Q1020 NOSIG,
EHGG,2022-01-01 11:25,55.40,51.80,87.65,200.00,9.00,0.00,30.15,,6.21,,NSC,,,,,,,,,,,,,,,55.40,EHGG 011125Z AUTO 20009KT 9999 NSC 13/11 Q1021 NOSIG,
EHGG,2022-01-01 11:55,55.40,51.80,87.65,200.00,10.00,0.00,30.12,,6.21,,NSC,,,,,,,,,,,,,,,55.40,EHGG 011155Z AUTO 20010KT 9999 NSC 13/11 Q1020 NOSIG,
EHGG,2022-01-01 12:25,55.40,51.80,87.65,200.00,11.00,0.00,30.12,,6.21,,NSC,,,,,,,,,,,,,,,55.40,EHGG 011225Z AUTO 20011KT 170V230 9999 NSC 13/11 Q1020 NOSIG,
EHGG,2022-01-01 12:55,55.40,51.80,87.65,210.00,11.00,0.00,30.12,,6.21,,NSC,,,,,,,,,,,,,,,55.40,EHGG 011255Z AUTO 21011KT 9999 NSC 13/11 Q1020 NOSIG,
EHGG,2022-01-01 13:25,55.40,51.80,87.65,200.00,11.00,0.00,30.09,,6.21,,NSC,,,,,,,,,,,,,,,55.40,EHGG 011325Z AUTO 20011KT 170V230 9999 NSC 13/11 Q1019 NOSIG,
EHGG,2022-01-01 13:55,55.40,51.80,87.65,190.00,11.00,0.00,30.09,,6.21,,NSC,,,,,,,,,,,,,,,55.40,EHGG 011355Z AUTO 19011KT 9999 NSC 13/11 Q1019 NOSIG,
EHGG,2022-01-01 14:25,55.40,51.80,87.65,190.00,11.00,0.00,30.09,,6.21,,NSC,,,,,,,,,,,,,,,55.40,EHGG 011425Z AUTO 19011KT 160V220 9999 NSC 13/11 Q1019 NOSIG,
EHGG,2022-01-01 14:55,53.60,50.00,87.56,200.00,10.00,0.00,30.09,,6.21,,NSC,,,,,,,,,,,,,,,53.60,EHGG 011455Z AUTO 20010KT 170V240 9999 NSC 12/10 Q1019 NOSIG,
EHGG,2022-01-01 15:25,53.60,50.00,87.56,200.00,10.00,0.00,30.09,,6.21,,NSC,,,,,,,,,,,,,,,53.60,EHGG 011525Z AUTO 20010KT 160V230 9999 NSC 12/10 Q1019 NOSIG,
EHGG,2022-01-01 15:55,53.60,50.00,87.56,190.00,10.00,0.00,30.09,,6.21,,NSC,,,,,,,,,,,,,,,53.60,EHGG 011555Z AUTO 19010KT 9999 NSC 12/10 Q1019 NOSIG,
EHGG,2022-01-01 16:25,53.60,50.00,87.56,190.00,11.00,0.00,30.06,,6.21,,NSC,,,,,,,,,,,,,,,53.60,EHGG 011625Z AUTO 19011KT 160V220 9999 NSC 12/10 Q1018 NOSIG,
EHGG,2022-01-01 16:55,53.60,50.00,87.56,190.00,12.00,0.00,30.06,,6.21,,NSC,,,,,,,,,,,,,,,53.60,EHGG 011655Z AUTO 19012KT 9999 NSC 12/10 Q1018 NOSIG,
EHGG,2022-01-01 17:25,53.60,50.00,87.56,190.00,11.00,0.00,30.06,,6.21,,NSC,,,,,,,,,,,,,,,53.60,EHGG 011725Z AUTO 19011KT 160V220 9999 NSC 12/10 Q1018 NOSIG,
EHGG,2022-01-01 17:55,53.60,50.00,87.56,200.00,12.00,0.00,30.03,,6.21,,NSC,,,,,,,,,,,,,,,53.60,EHGG 011755Z AUTO 20012KT 160V230 9999 NSC 12/10 Q1017 NOSIG,
EHGG,2022-01-01 18:25,53.60,50.00,87.56,190.00,13.00,0.00,30.03,,6.21,,NSC,,,,,,,,,,,,,,,53.60,EHGG 011825Z AUTO 19013KT 160V220 9999 NSC 12/10 Q1017 NOSIG,
EHGG,2022-01-01 18:55,53.60,50.00,87.56,190.00,13.00,0.00,30.00,,6.21,,NSC,,,,,,,,,,,,,,,53.60,EHGG 011855Z AUTO 19013KT 150V220 9999 NSC 12/10 Q1016 NOSIG,
EHGG,2022-01-01 19:25,53.60,50.00,87.56,210.00,11.00,0.00,30.03,,6.21,,NSC,,,,,,,,,,,,,,,53.60,EHGG 011925Z AUTO 21011KT 170V230 9999 NSC 12/10 Q1017 NOSIG,
EHGG,2022-01-01 19:55,53.60,50.00,87.56,200.00,10.00,0.00,30.03,,6.21,,NSC,,,,,,,,,,,,,,,53.60,EHGG 011955Z AUTO 20010KT 170V230 9999 NSC 12/10 Q1017 NOSIG,
EHGG,2022-01-01 20:25,53.60,50.00,87.56,210.00,10.00,0.00,30.03,,6.21,,NSC,,,,,,,,,,,,,,,53.60,EHGG 012025Z AUTO 21010KT 9999 NSC 12/10 Q1017 NOSIG,
EHGG,2022-01-01 20:55,53.60,50.00,87.56,210.00,10.00,0.00,30.03,,6.21,,NSC,,,,,,,,-RADZ,,,,,,,53.60,EHGG 012055Z AUTO 21010KT 9999 -RADZ NSC 12/10 Q1017 NOSIG,
EHGG,2022-01-01 21:25,53.60,50.00,87.56,210.00,10.00,0.00,30.03,,6.21,,FEW,,,,3500.00,,,,-RADZ,,,,,,,53.60,EHGG 012125Z AUTO 21010KT 9999 -RADZ FEW035 12/10 Q1017 NOSIG,
EHGG,2022-01-01 21:55,53.60,50.00,87.56,200.00,10.00,0.00,30.00,,6.21,,FEW,,,,1500.00,,,,,,,,,,,53.60,EHGG 012155Z AUTO 20010KT 9999 FEW015CB 12/10 Q1016 REDZ,
EHGG,2022-01-01 22:25,53.60,50.00,87.56,200.00,9.00,0.00,30.00,,6.21,,NSC,,,,,,,,-RA,,,,,,,53.60,EHGG 012225Z AUTO 20009KT 9999 -RA NSC 12/10 Q1016 REDZRA,
EHGG,2022-01-01 22:55,53.60,50.00,87.56,210.00,11.00,0.00,30.00,,3.11,,FEW,SCT,,,1500.00,3900.00,,,SHRA,,,,,,,53.60,EHGG 012255Z AUTO 21011KT 5000 SHRA FEW015CB SCT039 12/10 Q1016 REDZ,
EHGG,2022-01-01 23:25,53.60,50.00,87.56,200.00,9.00,0.00,29.97,,6.21,,FEW,BKN,,,1500.00,4500.00,,,,,,,,,,53.60,EHGG 012325Z AUTO 20009KT 9999 FEW015CB BKN045 12/10 Q1015 REDZ,
EHGG,2022-01-01 23:55,51.80,50.00,93.55,200.00,9.00,0.00,29.97,,6.21,,FEW,SCT,,,1500.00,4300.00,,,DZ,,,,,,,51.80,EHGG 012355Z AUTO 20009KT 9999 DZ FEW015CB SCT043 11/10 Q1015,
EHGG,2022-01-02 00:25,51.80,50.00,93.55,200.00,11.00,0.00,29.94,,6.21,,FEW,,,,1500.00,,,,-RA,,,,,,,51.80,EHGG 020025Z AUTO 20011KT 9999 -RA FEW015CB 11/10 Q1014 REDZRA,
EHGG,2022-01-02 00:55,51.80,50.00,93.55,210.00,11.00,0.00,29.94,,6.21,,SCT,,,,2900.00,,,,,,,,,,,51.80,EHGG 020055Z AUTO 21011KT 9999 SCT029 11/10 Q1014 REDZ,
EHGG,2022-01-02 01:25,51.80,50.00,93.55,210.00,11.00,0.00,29.94,,6.21,,FEW,BKN,BKN,,1100.00,2000.00,2300.00,,-RADZ,,,,,,,51.80,EHGG 020125Z AUTO 21011KT 9999 -RADZ FEW011 BKN020 BKN023 11/10 Q1014,
EHGG,2022-01-02 01:55,51.80,50.00,93.55,210.00,12.00,0.00,29.94,,6.21,,FEW,FEW,BKN,BKN,800.00,1500.00,1700.00,2900.00,-RADZ,,,,,,,51.80,EHGG 020155Z AUTO 21012KT 9999 -RADZ FEW008 FEW015CB BKN017 BKN029 11/10 Q1014,
EHGG,2022-01-02 02:25,51.80,50.00,93.55,210.00,11.00,0.00,29.91,,5.59,,FEW,SCT,BKN,,700.00,800.00,1500.00,,DZ,,,,,,,51.80,EHGG 020225Z AUTO 21011KT 180V240 9000 DZ FEW007 SCT008 BKN015CB 11/10 Q1013,
EHGG,2022-01-02 02:55,51.80,50.00,93.55,210.00,9.00,0.00,29.91,,2.67,,FEW,SCT,BKN,FEW,700.00,800.00,1000.00,1500.00,SHRA,,,,,,,51.80,EHGG 020255Z AUTO 21009KT 4300 SHRA FEW007 SCT008 BKN010 FEW015CB 11/10 Q1013 REDZ,
EHGG,2022-01-02 03:25,51.80,50.00,93.55,210.00,8.00,0.00,29.88,,5.59,,FEW,SCT,BKN,BKN,600.00,900.00,1000.00,1500.00,-SHRA,,,,,,,51.80,EHGG 020325Z AUTO 21008KT 9000 -SHRA FEW006 SCT009 BKN010 BKN015CB 11/10 Q1012 RERA,
EHGG,2022-01-02 03:55,51.80,51.80,100.00,210.00,9.00,0.00,29.88,,5.59,,FEW,BKN,BKN,,700.00,800.00,900.00,,DZ,,,,,,,51.80,EHGG 020355Z AUTO 21009KT 170V230 9000 DZ FEW007 BKN008 BKN009 11/11 Q1012,
EHGG,2022-01-02 04:25,53.60,51.80,93.60,220.00,13.00,0.00,29.85,,3.73,,FEW,SCT,BKN,FEW,900.00,1000.00,1200.00,1500.00,-SHRA,,,,,,,53.60,EHGG 020425Z AUTO 22013KT 180V250 6000 -SHRA FEW009 SCT010 BKN012 FEW015CB 12/11 Q1011 REDZRA,
EHGG,2022-01-02 04:55,53.60,51.80,93.60,220.00,14.00,0.00,29.85,,5.59,,FEW,SCT,FEW,OVC,900.00,1400.00,1500.00,1700.00,-RA,,,,,,,53.60,EHGG 020455Z AUTO 22014KT 9000 -RA FEW009 SCT014 FEW015CB OVC017 12/11 Q1011,
EHGG,2022-01-02 05:25,53.60,51.80,93.60,210.00,11.00,0.00,29.85,,6.21,,FEW,SCT,OVC,,900.00,1500.00,1900.00,,-SHRA,,,,,,,53.60,EHGG 020525Z AUTO 21011KT 170V240 9999 -SHRA FEW009 SCT015 OVC019 12/11 Q1011 REDZ TEMPO 6000 RADZ FEW009 BKN014,
EHGG,2022-01-02 05:55,53.60,51.80,93.60,210.00,12.00,0.00,29.83,,6.21,,SCT,BKN,OVC,,1100.00,1300.00,1700.00,,-RADZ,,,,,,,53.60,EHGG 020555Z AUTO 21012KT 9999 -RADZ SCT011 BKN013 OVC017 12/11 Q1010 TEMPO 6000 RADZ FEW009 BKN014,
EHGG,2022-01-02 06:25,53.60,51.80,93.60,210.00,14.00,0.00,29.83,,3.73,,FEW,SCT,BKN,FEW,700.00,800.00,1100.00,1500.00,-RA,,,,,,,53.60,EHGG 020625Z AUTO 21014KT 6000 -RA FEW007 SCT008 BKN011 FEW015CB 12/11 Q1010 REDZRA TEMPO 6000 RADZ BKN009,
EHGG,2022-01-02 06:55,53.60,51.80,93.60,200.00,13.00,0.00,29.80,,5.59,,FEW,SCT,BKN,,800.00,1300.00,1500.00,,DZ,,,,,,,53.60,EHGG 020655Z AUTO 20013KT 9000 DZ FEW008 SCT013 BKN015 12/11 Q1009 TEMPO 4000 BKN009,
EHGG,2022-01-02 07:25,53.60,51.80,93.60,200.00,15.00,0.00,29.77,,6.21,,FEW,BKN,OVC,,1300.00,3200.00,3600.00,,-RADZ,,,,,,,53.60,EHGG 020725Z AUTO 20015KT 9999 -RADZ FEW013 BKN032 OVC036 12/11 Q1008 REDZRA TEMPO 6000 BKN014,
EHGG,2022-01-02 07:55,53.60,51.80,93.60,210.00,16.00,0.00,29.77,,6.21,,FEW,OVC,,,3500.00,4100.00,,,,,,,,,,53.60,EHGG 020755Z AUTO 21016KT 9999 FEW035 OVC041 12/11 Q1008 REDZ TEMPO 6000 BKN014,
EHGG,2022-01-02 08:25,53.60,50.00,87.56,210.00,14.00,0.00,29.77,,6.21,,SCT,SCT,BKN,,1500.00,1900.00,2400.00,,-SHRA,,,,,,,53.60,EHGG 020825Z AUTO 21014KT 9999 -SHRA SCT015CB SCT019 BKN024 12/10 Q1008 TEMPO 6000 BKN014,
EHGG,2022-01-02 08:55,53.60,50.00,87.56,220.00,16.00,0.00,29.77,,2.36,,FEW,BKN,OVC,,1000.00,1500.00,1900.00,,SHRA,,,,,,,53.60,EHGG 020855Z AUTO 22016KT 3800 SHRA FEW010 BKN015CB OVC019 12/10 Q1008 BECMG 9999 TEMPO BKN014,
EHGG,2022-01-02 09:25,53.60,50.00,87.56,220.00,18.00,0.00,29.74,,3.11,,FEW,BKN,BKN,,600.00,800.00,900.00,,DZ,,,,,,,53.60,EHGG 020925Z AUTO 22018KT 190V250 5000 DZ FEW006 BKN008 BKN009 12/10 Q1007 BECMG 9999 BKN020,
EHGG,2022-01-02 09:55,53.60,51.80,93.60,220.00,13.00,0.00,29.74,,4.97,,FEW,SCT,BKN,,800.00,1000.00,1300.00,,DZ,,,,,,,53.60,COR EHGG 020955Z AUTO 22013KT 8000 DZ FEW008/// SCT010/// BKN013/// 12/11 Q1007 TEMPO BKN009,
EHGG,2022-01-02 10:25,53.60,50.00,87.56,220.00,17.00,0.00,29.74,,6.21,,BKN,OVC,,,1300.00,1500.00,,,,,,,,,,53.60,EHGG 021025Z AUTO 22017KT 9999 BKN013 OVC015 12/10 Q1007 REDZ NOSIG,
EHGG,2022-01-02 10:55,53.60,50.00,87.56,230.00,19.00,0.00,29.71,,6.21,,SCT,OVC,,,1200.00,1400.00,,,-RA,,,,,,,53.60,EHGG 021055Z AUTO 23019KT 200V260 9999 -RA SCT012 OVC014 12/10 Q1006 TEMPO BKN020,
EHGG,2022-01-02 11:25,53.60,50.00,87.56,230.00,20.00,0.00,29.71,,6.21,,SCT,OVC,,,1600.00,1900.00,,,,,,,,,,53.60,EHGG 021125Z AUTO 23020KT 200V260 9999 SCT016 OVC019 12/10 Q1006 TEMPO BKN014,
EHGG,2022-01-02 11:55,53.60,48.20,81.87,230.00,22.00,0.00,29.71,,6.21,32.00,BKN,OVC,,,1600.00,2000.00,,,,,,,,,,53.60,EHGG 021155Z AUTO 23022G32KT 9999 BKN016 OVC020 12/09 Q1006 TEMPO BKN014,
EHGG,2022-01-02 12:25,53.60,48.20,81.87,240.00,24.00,0.00,29.71,,6.21,37.00,SCT,BKN,OVC,,1400.00,1700.00,2000.00,,,,,,,,,53.60,EHGG 021225Z AUTO 24024G37KT 210V270 9999 SCT014 BKN017 OVC020 12/09 Q1006 TEMPO BKN014,
EHGG,2022-01-02 12:55,53.60,48.20,81.87,250.00,22.00,0.00,29.71,,6.21,,BKN,BKN,OVC,,1600.00,2100.00,2400.00,,,,,,,,,53.60,EHGG 021255Z AUTO 25022KT 220V280 9999 BKN016 BKN021 OVC024 12/09 Q1006 TEMPO BKN014,
EHGG,2022-01-02 13:25,51.80,46.40,81.74,250.00,23.00,0.00,29.74,,6.21,,BKN,BKN,OVC,,1700.00,2100.00,2400.00,,,,,,,,,51.80,EHGG 021325Z AUTO 25023KT 220V300 9999 BKN017 BKN021 OVC024 11/08 Q1007 NOSIG,
EHGG,2022-01-02 13:55,51.80,46.40,81.74,260.00,19.00,0.00,29.74,,6.21,30.00,BKN,OVC,,,1600.00,2000.00,,,,,,,,,,51.80,EHGG 021355Z AUTO 26019G30KT 230V290 9999 BKN016 OVC020 11/08 Q1007 NOSIG,
EHGG,2022-01-02 14:25,51.80,46.40,81.74,260.00,16.00,0.00,29.74,,6.21,,BKN,OVC,,,1600.00,2000.00,,,,,,,,,,51.80,EHGG 021425Z AUTO 26016KT 220V300 9999 BKN016 OVC020 11/08 Q1007 NOSIG,
EHGG,2022-01-02 14:55,51.80,46.40,81.74,250.00,15.00,0.00,29.77,,6.21,,OVC,,,,1600.00,,,,,,,,,,,51.80,EHGG 021455Z AUTO 25015KT 220V290 9999 OVC016 11/08 Q1008 NOSIG,
EHGG,2022-01-02 15:25,50.00,46.40,87.37,250.00,14.00,0.00,29.77,,6.21,,FEW,BKN,BKN,,1400.00,1700.00,2000.00,,,,,,,,,50.00,EHGG 021525Z AUTO 25014KT 220V280 9999 FEW014 BKN017 BKN020 10/08 Q1008 NOSIG,
EHGG,2022-01-02 15:55,50.00,46.40,87.37,240.00,15.00,0.00,29.77,,6.21,,FEW,BKN,,,1600.00,4400.00,,,,,,,,,,50.00,EHGG 021555Z AUTO 24015KT 210V270 9999 FEW016 BKN044 10/08 Q1008 NOSIG,
EHGG,2022-01-02 16:25,50.00,46.40,87.37,240.00,13.00,0.00,29.77,,6.21,,FEW,SCT,,,1300.00,1500.00,,,,,,,,,,50.00,EHGG 021625Z AUTO 24013KT 200V260 9999 FEW013 SCT015 10/08 Q1008 NOSIG,
EHGG,2022-01-02 16:55,50.00,46.40,87.37,240.00,14.00,0.00,29.77,,6.21,,FEW,,,,1300.00,,,,,,,,,,,50.00,EHGG 021655Z AUTO 24014KT 9999 FEW013 10/08 Q1008 NOSIG,
EHGG,2022-01-02 17:25,48.20,44.60,87.28,230.00,14.00,0.00,29.77,,6.21,,NSC,,,,,,,,,,,,,,,42.04,EHGG 021725Z AUTO 23014KT 9999 NSC 09/07 Q1008 NOSIG,
EHGG,2022-01-02 17:55,48.20,44.60,87.28,240.00,13.00,0.00,29.77,,6.21,,NSC,,,,,,,,,,,,,,,42.32,EHGG 021755Z AUTO 24013KT 210V270 9999 NSC 09/07 Q1008 NOSIG,
EHGG,2022-01-02 18:25,48.20,44.60,87.28,230.00,10.00,0.00,29.74,,6.21,,NSC,,,,,,,,,,,,,,,43.28,EHGG 021825Z AUTO 23010KT 9999 NSC 09/07 Q1007 NOSIG,
EHGG,2022-01-02 18:55,48.20,44.60,87.28,220.00,11.00,0.00,29.74,,6.21,,NSC,,,,,,,,,,,,,,,42.94,EHGG 021855Z AUTO 22011KT 9999 NSC 09/07 Q1007 NOSIG,
EHGG,2022-01-02 19:25,48.20,46.40,93.45,210.00,9.00,0.00,29.71,,6.21,,OVC,,,,1500.00,,,,,,,,,,,43.66,EHGG 021925Z AUTO 21009KT 180V240 9999 OVC015 09/08 Q1006 NOSIG,
EHGG,2022-01-02 19:55,48.20,46.40,93.45,210.00,9.00,0.00,29.68,,6.21,,SCT,BKN,BKN,,1300.00,1600.00,2600.00,,,,,,,,,43.66,EHGG 021955Z AUTO 21009KT 9999 SCT013 BKN016 BKN026 09/08 Q1005 TEMPO 4000 SHRA SCT015CB,
EHGG,2022-01-02 20:25,50.00,46.40,87.37,210.00,11.00,0.00,29.68,,6.21,,SCT,BKN,,,1400.00,2800.00,,,,,,,,,,50.00,EHGG 022025Z AUTO 21011KT 180V240 9999 SCT014 BKN028 10/08 Q1005 TEMPO 25015G25KT 4000 SHRA BKN012 SCT015CB,
EHGG,2022-01-02 20:55,50.00,46.40,87.37,210.00,10.00,0.00,29.68,,6.21,,FEW,BKN,OVC,,1300.00,1500.00,2000.00,,-RA,,,,,,,50.00,EHGG 022055Z AUTO 21010KT 9999 -RA FEW013 BKN015 OVC020 10/08 Q1005 TEMPO 25015G25KT 4000 RA SHRA BKN012 SCT015CB,
EHGG,2022-01-02 21:25,50.00,46.40,87.37,240.00,9.00,0.00,29.65,,3.73,,FEW,SCT,BKN,FEW,700.00,900.00,1000.00,1500.00,RA,,,,,,,50.00,EHGG 022125Z AUTO 24009KT 210V270 6000 RA FEW007 SCT009 BKN010 FEW015CB 10/08 Q1004 REDZRA TEMPO 25015G25KT 4000 SHRA,
EHGG,2022-01-02 21:55,48.20,46.40,93.45,210.00,15.00,0.00,29.65,,6.21,,SCT,BKN,BKN,,1000.00,1200.00,1500.00,,-SHRA,,,,,,,41.78,COR EHGG 022155Z AUTO 21015KT 180V250 9999 -SHRA SCT010 BKN012 BKN015CB 09/08 Q1004,
EHGG,2022-01-02 22:25,48.20,44.60,87.28,240.00,20.00,0.00,29.65,,6.21,,FEW,BKN,BKN,,1200.00,1500.00,2700.00,,-RADZ,,,,,,,40.66,EHGG 022225Z AUTO 24020KT 210V280 9999 -RADZ FEW012 BKN015 BKN027 09/07 Q1004,
EHGG,2022-01-02 22:55,46.40,44.60,93.40,260.00,16.00,0.00,29.68,,6.21,26.00,FEW,BKN,BKN,,900.00,1100.00,1500.00,,,,,,,,,39.19,EHGG 022255Z AUTO 26016G26KT 230V290 9999 FEW009 BKN011 BKN015 08/07 Q1005 REDZ,
EHGG,2022-01-02 23:25,46.40,42.80,87.19,260.00,14.00,0.00,29.71,,6.21,,SCT,BKN,BKN,,2200.00,2600.00,4000.00,,DZRA,,,,,,,39.72,EHGG 022325Z AUTO 26014KT 230V290 9999 DZRA SCT022 BKN026 BKN040 08/06 Q1006,
EHGG,2022-01-02 23:55,46.40,44.60,93.40,250.00,13.00,0.00,29.71,,3.73,,FEW,SCT,BKN,,700.00,800.00,900.00,,DZ,,,,,,,40.02,EHGG 022355Z AUTO 25013KT 230V290 6000 DZ FEW007 SCT008 BKN009 08/07 Q1006,
EHGG,2022-01-03 00:25,48.20,46.40,93.45,250.00,15.00,0.00,29.71,,6.21,,FEW,BKN,OVC,,900.00,1000.00,1300.00,,,,,,,,,41.78,EHGG 030025Z AUTO 25015KT 220V280 9999 FEW009 BKN010 OVC013 09/08 Q1006,
EHGG,2022-01-03 00:55,48.20,44.60,87.28,250.00,17.00,0.00,29.71,,6.21,,SCT,BKN,OVC,,1100.00,1400.00,1700.00,,,,,,,,,41.30,EHGG 030055Z AUTO 25017KT 220V280 9999 SCT011 BKN014 OVC017 09/07 Q1006,
EHGG,2022-01-03 01:25,48.20,44.60,87.28,240.00,16.00,0.00,29.71,,6.21,,BKN,BKN,OVC,,1500.00,2100.00,2400.00,,,,,,,,,41.53,EHGG 030125Z AUTO 24016KT 9999 BKN015 BKN021 OVC024 09/07 Q1006,
EHGG,2022-01-03 01:55,48.20,44.60,87.28,240.00,17.00,0.00,29.71,,6.21,,FEW,BKN,BKN,,1300.00,1600.00,2000.00,,,,,,,,,41.30,EHGG 030155Z AUTO 24017KT 9999 FEW013 BKN016 BKN020 09/07 Q1006,
EHGG,2022-01-03 02:25,48.20,44.60,87.28,250.00,14.00,0.00,29.74,,6.21,,BKN,BKN,OVC,,1500.00,1900.00,2300.00,,,,,,,,,42.04,EHGG 030225Z AUTO 25014KT 210V280 9999 BKN015 BKN019 OVC023 09/07 Q1007,
